array_id,steps,tol,time,valid_prob,best_valid,optimal_cost,forest_cost,best_sol_prob
0,3,0.0001,638.8515179157257,2546,True,11.531841838146121,11.531841838146121,2533
1,3,0.0001,580.7005519866943,2059,True,4.79767763840469,7.153084368031564,2058
2,3,0.0001,451.551598072052,755,False,10.408293017675362,15.85377081434077,359
3,3,0.0001,567.5522139072418,518,False,10.592347769499794,9.413682494569313,222
4,3,0.0001,564.0387759208679,2542,True,16.351329800903056,17.38887658762911,2504
5,3,0.0001,654.7730827331543,849,True,7.015732974626147,7.015732974626147,353
6,3,0.0001,243.85151600837708,92,False,8.865328920887457,21.206717845950827,189
7,3,0.0001,361.7677140235901,732,False,10.876939194053232,6.636568822090664,264
8,3,0.0001,304.1731369495392,625,True,7.52544855114458,7.97384428020138,281
9,3,0.0001,424.75657081604004,448,False,6.771884551538916,6.771884551538916,335
10,3,0.0001,311.561311006546,150,False,9.36642439337583,0.0,662
11,3,0.0001,524.5995562076569,312,False,5.763460361100241,18.158670753977045,259
12,3,0.0001,630.1994199752808,2803,True,6.747338386496936,7.180420442383359,2787
13,3,0.0001,454.6851568222046,332,False,11.854375002548004,11.854375002548004,245
14,3,0.0001,533.7270848751068,1280,True,6.188920995282521,6.188920995282521,439
15,3,0.0001,629.5084762573242,1364,True,6.995437713198868,7.0088861788206,392
16,3,0.0001,456.0248589515686,130,False,12.120799734081803,3.0764360827975197,148
17,3,0.0001,305.95601296424866,109,False,4.161710027271481,4.161710027271481,548
18,3,0.0001,497.34288811683655,1448,True,4.614868503178576,7.697419125810921,1383
19,3,0.0001,481.9842300415039,271,False,7.093699648272111,15.47467654851869,437
20,3,0.0001,306.79974389076233,347,False,3.1310681204466966,5.978298770074594,249
21,3,0.0001,322.39390420913696,1020,True,6.690400067111552,10.347061368890403,379
22,3,0.0001,461.81190037727356,178,False,6.771701575192436,9.139309765486416,135
23,3,0.0001,447.39306116104126,1557,True,3.625408254753477,4.483909418753472,588
24,3,0.0001,474.06794023513794,410,False,1.7811625454141127,5.457493434225381,170
25,3,0.0001,204.68968415260315,244,False,4.325131476676338,2.902843265105803,115
26,3,0.0001,455.25792598724365,1062,True,3.713754803421203,3.713754803421203,261
27,3,0.0001,593.5874409675598,1735,True,8.597099609724689,12.273274585876415,384
28,3,0.0001,684.7925879955292,911,True,14.69601009087123,14.69601009087123,402
29,3,0.0001,324.7517318725586,901,True,8.0787286272809,9.197498888900824,368
30,3,0.0001,298.8767685890198,154,False,10.466815969753727,19.76235802543521,450
31,3,0.0001,681.6659872531891,297,False,12.730892876502343,20.250154621355367,338
32,3,0.0001,498.832533121109,203,False,12.958493846940186,39.738226796259355,178
33,3,0.0001,274.03610134124756,822,True,8.846278714782033,15.942509290658569,342
34,3,0.0001,256.432088136673,126,False,8.495600183475414,3.28272289638959,152
35,3,0.0001,402.69264101982117,612,True,6.8586407557214155,7.35126801269391,370
36,3,0.0001,167.92857313156128,679,False,10.052627889651655,8.764862873697519,360
37,3,0.0001,402.7908549308777,118,False,3.5753333337250637,5.547441028806394,152
38,3,0.0001,173.72617387771606,180,True,8.853366519614582,8.853366519614582,144
39,3,0.0001,348.79930424690247,299,False,8.247657149546324,12.016576628923012,215
40,3,0.0001,307.3827579021454,115,False,8.443303200625039,8.199477172153285,438
41,3,0.0001,435.147442817688,340,False,5.665303670595755,10.541259920769555,266
42,3,0.0001,359.2221522331238,231,False,7.868659034958549,11.716137170067148,188
43,3,0.0001,251.65480589866638,348,False,5.312832389409001,5.312832389409001,253
44,3,0.0001,325.62643694877625,250,False,10.282279854679185,17.66550030876394,542
45,3,0.0001,274.5460000038147,771,False,7.761358764644074,11.659363375663272,569
46,3,0.0001,349.0924482345581,226,False,7.800102126435672,4.950359166880723,367
47,3,0.0001,246.26522016525269,99,False,9.8441233010235,9.8441233010235,190
48,3,0.0001,441.64853620529175,404,True,7.195286835400254,10.954108506378281,364
49,3,0.0001,412.264436006546,399,False,5.759910466133199,11.503254546511648,252
50,3,0.0001,316.05194878578186,718,False,9.248502228791061,8.963331862630032,302
51,3,0.0001,264.98414611816406,449,False,11.769976627568973,25.44465307230178,286
52,3,0.0001,182.70798993110657,403,False,5.0151515993620865,7.872646015531098,203
53,3,0.0001,363.7361741065979,221,False,6.540949928031271,6.01827352504846,278
54,3,0.0001,512.0673131942749,232,False,9.803864645992999,19.85840176859547,199
55,3,0.0001,293.3243110179901,189,False,7.591169674939911,7.975790876416548,199
56,3,0.0001,567.3106491565704,316,False,8.019056962434059,10.334123785703117,242
57,3,0.0001,394.9217150211334,937,True,9.309159511558297,15.983423732891104,404
58,3,0.0001,403.837593793869,101,False,9.471847840683957,18.673576674617603,261
59,3,0.0001,543.2769348621368,1224,True,8.734401048423033,8.734401048423033,403
60,3,0.0001,248.59096908569336,133,False,13.420129554821617,14.331639727406124,146
61,3,0.0001,539.7505161762238,144,False,12.637976722066668,5.16456642403633,176
62,3,0.0001,127.95423483848572,124,False,17.114677109765164,19.042002927342846,214
63,3,0.0001,138.4106788635254,263,False,12.480890545937255,16.9949038021376,222
64,3,0.0001,428.05276799201965,352,False,4.112333871029128,3.751961652773963,147
65,3,0.0001,321.95670080184937,1797,True,9.291583590977673,14.19962511579682,704
66,3,0.0001,534.7224216461182,1099,True,10.802538103521332,10.802538103521332,315
