array_id,steps,tol,time,valid_prob,best_valid,optimal_cost,forest_cost,best_sol_prob
0,3,0.0001,494.62006306648254,520,True,11.531841838146121,12.611187620383127,122
1,3,0.0001,616.3721747398376,368,False,4.79767763840469,11.32377048819242,268
2,3,0.0001,543.8620963096619,568,True,10.408293017675362,11.90190897210464,181
3,3,0.0001,419.1120572090149,3167,True,10.592347769499794,10.592347769499794,3165
4,3,0.0001,416.2254819869995,384,False,16.351329800903056,8.49186892872598,302
5,3,0.0001,700.2303831577301,810,False,7.015732974626147,12.076418942503372,212
6,3,0.0001,472.3828909397125,1807,True,8.865328920887457,15.570652076707223,1798
7,3,0.0001,186.60509490966797,415,True,10.876939194053232,15.09470697451933,221
8,3,0.0001,253.33583521842957,1555,True,7.52544855114458,7.52544855114458,581
9,3,0.0001,660.7397480010986,383,False,6.771884551538916,16.32275544397024,325
10,3,0.0001,502.9384639263153,1003,True,9.36642439337583,10.028471781095003,344
11,3,0.0001,235.56981301307678,455,True,5.763460361100241,9.430723826879323,386
12,3,0.0001,654.3878061771393,1165,True,6.747338386496936,11.900082949860384,394
13,3,0.0001,365.6323139667511,717,True,11.854375002548004,11.854375002548004,298
14,3,0.0001,399.98497581481934,300,False,6.188920995282521,11.062675237690993,468
15,3,0.0001,362.6368980407715,1091,True,6.995437713198868,13.323977254687726,357
16,3,0.0001,457.77987599372864,282,False,12.120799734081803,21.12008704960956,162
17,3,0.0001,633.6225709915161,849,False,4.161710027271481,3.5270217113004256,459
18,3,0.0001,403.3515682220459,1210,True,4.614868503178576,7.697419125810921,902
19,3,0.0001,634.2422950267792,496,True,7.093699648272111,7.093699648272111,227
20,3,0.0001,341.119136095047,229,False,3.1310681204466966,4.502728161409186,366
21,3,0.0001,255.52029705047607,336,True,6.690400067111552,6.690400067111552,264
22,3,0.0001,407.6046140193939,640,True,6.771701575192436,11.052767830372854,320
23,3,0.0001,631.5285422801971,662,True,3.625408254753477,4.483909418753472,239
24,3,0.0001,310.1338288784027,437,False,1.7811625454141127,2.9492363203742054,219
25,3,0.0001,300.83730912208557,167,False,4.325131476676338,7.043798880142538,142
26,3,0.0001,636.5912709236145,1141,True,3.713754803421203,4.780237850435779,204
27,3,0.0001,656.8979699611664,267,False,8.597099609724689,10.050485425598135,136
28,3,0.0001,724.2607679367065,303,True,14.69601009087123,14.69601009087123,198
29,3,0.0001,752.3116772174835,561,False,8.0787286272809,4.714348797216217,162
30,3,0.0001,264.4092652797699,351,False,10.466815969753727,9.295542055681482,1233
31,3,0.0001,759.9077308177948,1699,True,12.730892876502343,12.730892876502343,587
32,3,0.0001,503.1441967487335,119,False,12.958493846940186,22.0394196178444,903
33,3,0.0001,468.516489982605,567,False,8.846278714782033,24.769990092024166,461
34,3,0.0001,564.5756967067719,153,False,8.495600183475414,5.212877287085825,1529
35,3,0.0001,670.6756768226624,492,False,6.8586407557214155,11.695483870912568,289
36,3,0.0001,633.1690208911896,483,False,10.052627889651655,8.764862873697519,271
