array_id,steps,tol,time,valid_prob,best_valid,optimal_cost,forest_cost,best_sol_prob
55,3,0.0001,416.29616689682007,451,False,7.591169674939911,7.591169674939911,583
56,3,0.0001,445.25886368751526,537,False,8.019056962434059,8.019056962434059,200
57,3,0.0001,392.8268449306488,358,False,9.309159511558297,10.957797388916298,520
58,3,0.0001,308.56431317329407,156,False,9.471847840683957,0.0,1426
59,3,0.0001,232.22469305992126,460,False,8.734401048423033,10.116769007472117,175
60,3,0.0001,441.1450819969177,126,False,13.420129554821617,0.0,528
61,3,0.0001,487.6155381202698,394,False,12.637976722066668,10.238184777583156,1166
62,3,0.0001,437.56189584732056,627,False,17.114677109765164,17.114677109765164,346
63,3,0.0001,480.8864140510559,264,False,12.480890545937255,22.79335479507504,224
64,3,0.0001,191.37826013565063,165,False,4.112333871029128,4.472706089284293,156
65,3,0.0001,227.96025919914246,187,False,9.291583590977673,17.64295865408102,195
66,3,0.0001,214.04853510856628,540,False,10.802538103521332,0,238
67,3,0.0001,356.9320948123932,416,True,5.4115270894415355,5.968225984177842,238
68,3,0.0001,195.24340987205505,95,False,6.802563357182309,6.802563357182309,145
69,3,0.0001,450.81912994384766,656,True,13.478791278721257,15.455245711052761,317
70,3,0.0001,198.59979677200317,460,False,11.276759895512107,6.0089128135206735,204
71,3,0.0001,201.39327001571655,235,False,5.85207587174973,7.967425925001866,244
72,3,0.0001,432.0924789905548,371,False,8.001835887974982,8.606369766314259,342
73,3,0.0001,195.00647282600403,1216,True,5.740668961978416,5.7639082300102125,278
74,3,0.0001,182.79065108299255,227,False,7.297358847384954,26.056863678747128,140
75,3,0.0001,210.3771562576294,156,False,10.824015796346227,17.820975688149403,403
76,3,0.0001,264.47511410713196,303,False,8.166329200481755,16.6995923288471,274
77,3,0.0001,524.9480676651001,1190,True,4.749388692709377,8.075397143141082,364
78,3,0.0001,202.77159905433655,185,False,10.23922960711119,24.140221078381494,137
79,3,0.0001,230.43716502189636,249,False,8.255618409954955,13.871319010869213,99
80,3,0.0001,243.62132000923157,547,False,7.7968424632957625,0.0,266
81,3,0.0001,496.0619840621948,556,False,4.19666801656313,0.0,324
82,3,0.0001,219.5489640235901,267,False,4.255047704731742,4.504452738974085,119
83,3,0.0001,464.7050828933716,494,False,5.883838735077749,11.733228582009298,372
84,3,0.0001,466.8796880245209,217,False,13.33849824516916,14.506048660372809,222
85,3,0.0001,216.01236486434937,135,False,8.24600442543586,8.24600442543586,229
86,3,0.0001,195.85992288589478,855,True,10.10405224706779,19.88985648235782,241
87,3,0.0001,652.3653230667114,120,False,13.658937861780563,10.853837967563043,220
88,3,0.0001,207.71192407608032,352,True,13.165747714717549,13.165747714717549,157
89,3,0.0001,264.4738759994507,646,False,11.381615994329756,16.563393905770774,324
90,3,0.0001,426.4700129032135,346,False,11.339003306508376,10.791519555368073,301
91,3,0.0001,672.8339891433716,2044,True,8.484507508374884,12.713673866711797,806
92,3,0.0001,452.168212890625,470,True,12.725596555466382,12.725596555466382,261
93,3,0.0001,218.8817262649536,154,False,11.995755557055336,19.109248270888592,219
94,3,0.0001,258.7448961734772,300,False,8.241240552516135,14.18807975038053,158
95,3,0.0001,244.4261040687561,209,False,15.80509158789415,0.0,273
96,3,0.0001,499.638001203537,164,False,8.450011597593782,11.916093208891258,123
97,3,0.0001,327.29523181915283,306,True,4.9929534619673195,5.202115810024066,217
98,3,0.0001,213.57180905342102,198,False,3.4839205442269714,4.547291475798651,127
99,3,0.0001,216.2557806968689,278,False,7.444305783184147,21.198715473025285,207
100,3,0.0001,314.9030020236969,1745,True,6.5573639226203095,9.667746589724992,1725
101,3,0.0001,240.36880826950073,122,False,7.602945324977714,11.798656373245016,192
102,3,0.0001,198.24789190292358,644,False,5.025238400198773,7.700263366200707,303
0,3,0.0001,286.96527218818665,176,False,11.531841838146121,6.869418381342694,377
1,3,0.0001,540.6866791248322,1604,True,4.79767763840469,7.153084368031564,361
2,3,0.0001,227.40172910690308,301,False,10.408293017675362,10.408293017675362,169
3,3,0.0001,250.03111386299133,164,False,10.592347769499794,0,154
4,3,0.0001,230.26745009422302,366,False,16.351329800903056,25.88074551635509,341
5,3,0.0001,467.46358013153076,324,False,7.015732974626147,8.970779981375067,184
6,3,0.0001,219.91445565223694,160,False,8.865328920887457,8.865328920887457,127
7,3,0.0001,220.92834401130676,1316,True,10.876939194053232,15.09470697451933,1087
8,3,0.0001,197.20998907089233,261,False,7.52544855114458,0.0,150
9,3,0.0001,276.53882598876953,359,False,6.771884551538916,3.9346829538367842,156
10,3,0.0001,206.75718998908997,322,False,9.36642439337583,28.910965875572227,261
11,3,0.0001,203.306067943573,722,True,5.763460361100241,6.46623726088184,381
12,3,0.0001,434.11181807518005,484,True,6.747338386496936,6.747338386496936,258
13,3,0.0001,223.0580677986145,497,True,11.854375002548004,11.854375002548004,281
14,3,0.0001,447.21296191215515,131,False,6.188920995282521,2.5302743724093535,263
15,3,0.0001,478.4380030632019,1163,True,6.995437713198868,7.0088861788206,342
16,3,0.0001,219.11321115493774,308,True,12.120799734081803,21.12008704960956,173
17,3,0.0001,194.27553987503052,241,True,4.161710027271481,4.161710027271481,179
18,3,0.0001,446.74251413345337,401,False,4.614868503178576,7.697419125810921,181
19,3,0.0001,200.25414896011353,173,False,7.093699648272111,14.187399296544221,159
20,3,0.0001,203.11457204818726,234,False,3.1310681204466966,2.951141217330817,153
21,3,0.0001,220.8670151233673,73,False,6.690400067111552,6.690400067111552,200
22,3,0.0001,192.60759019851685,169,False,6.771701575192436,0.0,202
23,3,0.0001,433.81664085388184,109,False,3.625408254753477,6.8807025586725405,291
24,3,0.0001,195.3900420665741,225,False,1.7811625454141127,4.203364877299793,129
25,3,0.0001,412.57072615623474,750,True,4.325131476676338,4.325131476676338,259
26,3,0.0001,342.69670391082764,156,False,3.713754803421203,2.507429380539176,192
27,3,0.0001,455.590713262558,469,True,8.597099609724689,10.050485425598135,315
28,3,0.0001,536.4657638072968,801,True,14.69601009087123,14.69601009087123,180
29,3,0.0001,239.00924587249756,207,False,8.0787286272809,3.59557853559629,1620
30,3,0.0001,301.8133568763733,131,False,10.466815969753727,0.0,233
31,3,0.0001,208.42407608032227,307,False,12.730892876502343,7.519261744853024,151
32,3,0.0001,228.1859109401703,182,False,12.958493846940186,15.482998633808727,207
33,3,0.0001,205.9371919631958,438,False,8.846278714782033,0.0,215
34,3,0.0001,446.70922589302063,271,False,8.495600183475414,6.77278347031027,281
35,3,0.0001,645.3826651573181,144,False,6.8586407557214155,15.00315660254595,214
36,3,0.0001,197.00464797019958,302,False,10.052627889651655,0,127
37,3,0.0001,665.3760929107666,374,False,3.5753333337250637,7.362929422609401,150
38,3,0.0001,196.04424500465393,91,False,8.853366519614582,7.075431160877081,273
39,3,0.0001,219.22594714164734,342,False,8.247657149546324,25.38791417979312,210
40,3,0.0001,211.62513208389282,278,False,8.443303200625039,12.132706743530647,158
41,3,0.0001,456.515506029129,178,False,5.665303670595755,4.7879843465130465,515
42,3,0.0001,256.90485668182373,282,False,7.868659034958549,19.42735652486291,154
43,3,0.0001,420.8344991207123,3229,True,5.312832389409001,10.08418794718838,668
44,3,0.0001,217.42914080619812,234,False,10.282279854679185,10.763326955814545,317
45,3,0.0001,199.3154580593109,74,False,7.761358764644074,19.823442203349092,136
46,3,0.0001,219.39294385910034,46,False,7.800102126435672,7.800102126435672,344
47,3,0.0001,234.3164370059967,52,False,9.8441233010235,0.0,1589
48,3,0.0001,208.25214314460754,494,False,7.195286835400254,7.195286835400254,390
49,3,0.0001,209.8315827846527,339,False,5.759910466133199,11.503254546511648,230
50,3,0.0001,172.3414490222931,316,False,9.248502228791061,18.211834091421093,230
51,3,0.0001,418.92255115509033,254,False,11.769976627568973,37.21462969987075,187
52,3,0.0001,560.2913360595703,849,True,5.0151515993620865,5.95571357288481,497
53,3,0.0001,216.35355401039124,335,False,6.540949928031271,14.367383990272344,497
54,3,0.0001,225.7125301361084,84,False,9.803864645992999,11.120387292148909,136
55,3,0.0001,191.41334891319275,1082,True,7.591169674939911,7.591169674939911,359
56,3,0.0001,411.2588050365448,1165,True,8.019056962434059,8.019056962434059,367
57,3,0.0001,222.51194620132446,211,False,9.309159511558297,13.099563972708042,239
58,3,0.0001,211.57170820236206,201,False,9.471847840683957,14.540100373567391,173
59,3,0.0001,211.5459439754486,443,False,8.734401048423033,14.057321982852471,197
60,3,0.0001,529.2982320785522,314,False,13.420129554821617,13.420129554821617,310
61,3,0.0001,204.1321520805359,157,False,12.637976722066668,17.711595075613495,403
62,3,0.0001,190.34936690330505,289,False,17.114677109765164,7.599271894415531,223
63,3,0.0001,403.7938439846039,286,False,12.480890545937255,26.423379491212998,264
64,3,0.0001,429.77352809906006,297,False,4.112333871029128,4.112333871029128,224
65,3,0.0001,471.9815080165863,2114,True,9.291583590977673,11.794708601387544,689
66,3,0.0001,214.20641493797302,878,True,10.802538103521332,15.56469973267054,201
67,3,0.0001,474.29181694984436,544,True,5.4115270894415355,5.4115270894415355,289
68,3,0.0001,231.28721380233765,216,False,6.802563357182309,11.70844787257379,192
69,3,0.0001,209.18130493164062,327,True,13.478791278721257,15.455245711052761,270
70,3,0.0001,462.4354827404022,2183,True,11.276759895512107,11.790759445652252,2174
71,3,0.0001,632.8568158149719,1441,True,5.85207587174973,7.967425925001866,443
72,3,0.0001,188.1261100769043,183,False,8.001835887974982,29.489405714099327,151
73,3,0.0001,204.61531400680542,119,False,5.740668961978416,17.05346135130592,102
74,3,0.0001,244.6321451663971,265,False,7.297358847384954,18.765619390311326,217
75,3,0.0001,470.27282309532166,466,False,10.824015796346227,10.824015796346227,300
76,3,0.0001,183.62593603134155,259,False,8.166329200481755,0,176
77,3,0.0001,186.564621925354,159,False,4.749388692709377,1.3640945157900302,207
78,3,0.0001,194.07665467262268,1100,True,10.23922960711119,10.926979480910358,422
79,3,0.0001,469.2216019630432,1399,True,8.255618409954955,12.84970209795581,367
80,3,0.0001,215.48679494857788,309,False,7.7968424632957625,3.455202548605032,185
81,3,0.0001,221.42165303230286,350,False,4.19666801656313,4.597082845917725,160
82,3,0.0001,209.85545206069946,257,False,4.255047704731742,4.179334834326645,688
83,3,0.0001,180.22225689888,128,False,5.883838735077749,11.698779693863099,172
84,3,0.0001,495.82327818870544,666,True,13.33849824516916,14.506048660372809,507
85,3,0.0001,212.28176188468933,247,False,8.24600442543586,7.150900909557915,302
86,3,0.0001,220.61569905281067,397,False,10.10405224706779,0,275
87,3,0.0001,245.0800859928131,238,False,13.658937861780563,21.707675935126087,159
88,3,0.0001,210.2448649406433,255,False,13.165747714717549,7.615974106465443,482
89,3,0.0001,395.8805477619171,780,False,11.381615994329756,17.864783389178257,217
90,3,0.0001,210.62961792945862,477,True,11.339003306508376,15.979881918618606,303
91,3,0.0001,223.67920112609863,230,False,8.484507508374884,25.427347733423595,189
92,3,0.0001,465.8634066581726,410,False,12.725596555466382,20.634759572862503,212
93,3,0.0001,202.8440136909485,501,False,11.995755557055336,7.833676873509102,347
94,3,0.0001,406.3921859264374,150,False,8.241240552516135,8.241240552516135,128
95,3,0.0001,195.90004682540894,539,True,15.80509158789415,15.886524960045872,247
96,3,0.0001,412.19142508506775,1032,True,8.450011597593782,8.450011597593782,356
97,3,0.0001,431.65499901771545,280,False,4.9929534619673195,7.7568278901191565,253
98,3,0.0001,207.3314950466156,200,False,3.4839205442269714,1.0633709315716795,168
99,3,0.0001,531.6174867153168,403,True,7.444305783184147,7.444305783184147,254
100,3,0.0001,219.41092824935913,228,False,6.5573639226203095,19.629265260107672,148
101,3,0.0001,232.31691431999207,554,False,7.602945324977714,13.662180140053133,1718
102,3,0.0001,186.86300706863403,185,False,5.025238400198773,15.075705420902118,146
