,capacity_constant,cost,percentile,relative_error
222,4,11.843238307547242,95.06172839506173,0.28957224571243795
223,4,11.96779470856362,100.0,0.3031347928473875
224,4,12.210757145100237,100.0,0.32959019353865154
225,4,12.793228662408833,100.0,0.39301364944939726
226,4,10.691744627358947,39.50617283950617,0.16418979097133832
227,4,12.029233785084326,100.0,0.3098246968943925
228,4,10.950867353782709,56.79012345679012,0.19240483381282822
229,4,12.210757145100237,100.0,0.32959019353865154
230,6,12.460039300315785,100.0,0.35673372813361887
231,6,12.029233785084326,100.0,0.3098246968943925
232,6,12.029233785084326,100.0,0.3098246968943925
233,6,12.029233785084326,100.0,0.3098246968943925
234,6,10.248158979056926,16.049382716049383,0.11588917201966965
235,6,13.057943979977203,100.0,0.42183765160880526
236,6,12.352073199175974,100.0,0.3449776455578798
237,6,12.029233785084326,100.0,0.3098246968943925
238,6,12.460039300315785,100.0,0.35673372813361887
239,6,12.352073199175974,100.0,0.3449776455578798
240,2,12.493349545261248,77.77777777777779,0.40457400647452346
241,2,11.904326646130592,55.55555555555556,0.33835267404962616
242,2,12.628113471481669,83.9506172839506,0.4197249399446792
243,2,11.904326646130592,55.55555555555556,0.33835267404962616
244,2,11.904326646130592,55.55555555555556,0.33835267404962616
245,2,12.363863597409576,76.5432098765432,0.39001645360231085
246,2,12.217801591806282,74.07407407407408,0.3735953252523289
247,2,12.45381624464288,77.77777777777779,0.40012944609161444
248,2,11.904326646130592,55.55555555555556,0.33835267404962616
249,2,12.217801591806282,74.07407407407408,0.3735953252523289
250,4,12.217801591806282,74.07407407407408,0.3735953252523289
251,4,12.217801591806282,74.07407407407408,0.3735953252523289
252,4,11.904326646130592,55.55555555555556,0.33835267404962616
253,4,11.638929272170156,40.74074074074074,0.3085151791887848
254,4,12.403396898027944,77.77777777777779,0.39446101398521993
255,4,11.904326646130592,55.55555555555556,0.33835267404962616
256,4,11.904326646130592,55.55555555555556,0.33835267404962616
257,4,11.904326646130592,55.55555555555556,0.33835267404962616
258,4,11.904326646130592,55.55555555555556,0.33835267404962616
259,4,11.904326646130592,55.55555555555556,0.33835267404962616
260,6,12.51104050151449,77.77777777777779,0.4065629252358981
261,6,12.217801591806282,74.07407407407408,0.3735953252523289
262,6,13.058070597609735,97.53086419753086,0.4680631859106726
263,6,11.904326646130592,55.55555555555556,0.33835267404962616
264,6,11.904326646130592,55.55555555555556,0.33835267404962616
265,6,11.533036164407331,34.5679012345679,0.2966100687066336
266,6,11.239431916419981,25.925925925925924,0.2636013952984721
267,6,11.904326646130592,55.55555555555556,0.33835267404962616
268,6,12.363863597409576,76.5432098765432,0.39001645360231085
269,6,12.217801591806282,74.07407407407408,0.3735953252523289
270,2,11.017346066134513,16.049382716049383,0.17131085589126835
271,2,12.586177974215945,85.18518518518519,0.33810146353613835
272,2,12.586177974215945,85.18518518518519,0.33810146353613835
273,2,12.586177974215945,85.18518518518519,0.33810146353613835
274,2,12.586177974215943,85.18518518518519,0.3381014635361381
275,2,12.594050665346009,85.18518518518519,0.33893844991474253
276,2,11.525680712465604,34.5679012345679,0.22535453266234404
277,2,10.712690957893322,3.7037037037037033,0.13892140080439216
278,2,11.392759601423384,27.160493827160494,0.21122300412486325
279,2,12.864237073593376,95.06172839506173,0.36766335981543036
280,4,12.586177974215945,85.18518518518519,0.33810146353613835
281,4,12.864237073593376,95.06172839506173,0.36766335981543036
282,4,12.586177974215945,85.18518518518519,0.33810146353613835
283,4,12.594050665346009,85.18518518518519,0.33893844991474253
284,4,12.586177974215943,85.18518518518519,0.3381014635361381
285,4,11.492851320971553,34.5679012345679,0.2218642708135776
286,4,10.199283671688537,2.4691358024691357,0.08433842553834153
287,4,12.586177974215943,85.18518518518519,0.3381014635361381
288,4,12.586177974215945,85.18518518518519,0.33810146353613835
289,4,12.586177974215943,85.18518518518519,0.3381014635361381
290,6,12.586177974215945,85.18518518518519,0.33810146353613835
291,6,13.633906074766074,100.0,0.4494908390563428
292,6,12.586177974215943,85.18518518518519,0.3381014635361381
293,6,12.864237073593376,95.06172839506173,0.36766335981543036
294,6,11.266337596757053,19.753086419753085,0.1977824290897936
295,6,12.586177974215945,85.18518518518519,0.33810146353613835
296,6,12.586177974215943,85.18518518518519,0.3381014635361381
297,6,12.90429653562262,97.53086419753086,0.3719222877345822
298,6,12.586177974215945,85.18518518518519,0.33810146353613835
299,6,12.586177974215945,85.18518518518519,0.33810146353613835
