steps,tol,time,valid_prob,best_valid,optimal_cost,forest_cost,best_sol_prob
1,0.01,28.844907999038696,161,False,14.0,0.0,104
2,0.001,99.51554083824158,772,True,14.0,14.0,544
2,0.001,110.31865501403809,199,False,14.0,28.0,214
2,0.0001,244.1622338294983,3440,True,14.0,21.0,656
3,0.01,87.12114214897156,183,False,14.0,14.0,109
3,0.0001,473.12722611427307,195,False,14.0,42.0,155
2,0.0001,183.62142205238342,1682,True,14.0,21.0,301
1,0.01,45.1883430480957,207,False,14.0,14.0,142
2,0.001,104.64623618125916,487,False,14.0,35.0,193
1,0.001,36.06849217414856,636,True,14.0,14.0,364
3,0.001,232.86898589134216,1284,True,14.0,14.0,517
1,0.0001,36.269052028656006,367,False,14.0,42.0,230
1,0.01,30.48208212852478,159,False,14.0,14.0,299
1,0.001,31.084370851516724,277,False,14.0,28.0,104
1,0.01,43.02601599693298,200,False,14.0,14.0,108
3,0.01,143.7363739013672,243,False,14.0,28.0,134
1,0.01,28.187891006469727,883,True,14.0,14.0,562
2,0.001,130.13175082206726,736,True,14.0,14.0,433
2,0.001,104.79123568534851,686,True,14.0,14.0,184
1,0.01,40.562387228012085,666,True,14.0,14.0,424
3,0.0001,376.9839460849762,2431,True,14.0,21.0,457
2,0.01,87.06290102005005,1676,True,14.0,14.0,323
3,0.0001,402.32341504096985,1958,True,14.0,21.0,392
1,0.01,14.080173015594482,255,False,14.0,0.0,105
2,0.01,108.67453098297119,2350,True,14.0,21.0,460
2,0.01,115.95827198028564,2049,True,14.0,21.0,360
1,0.01,37.10493016242981,1905,True,14.0,21.0,350
2,0.01,66.72936725616455,206,False,14.0,42.0,548
2,0.0001,71.3740029335022,220,False,14.0,28.0,135
2,0.01,140.7301697731018,6299,True,14.0,14.0,6295
3,0.01,240.833575963974,1177,True,14.0,21.0,294
2,0.001,107.98862195014954,1225,True,14.0,14.0,902
2,0.01,109.17748594284058,429,False,14.0,28.0,156
1,0.001,30.61195683479309,441,True,14.0,14.0,260
3,0.001,210.33327198028564,220,False,14.0,14.0,307
3,0.001,361.1916038990021,787,True,14.0,14.0,304
1,0.001,37.15806818008423,222,False,14.0,14.0,185
2,0.0001,162.04670095443726,6725,True,14.0,14.0,6723
1,0.0001,42.67445993423462,229,False,14.0,0.0,98
1,0.01,17.191094875335693,985,True,14.0,21.0,178
1,0.01,30.172361850738525,191,False,14.0,28.0,140
1,0.001,55.34429407119751,851,True,14.0,14.0,562
3,0.001,470.4463150501251,2047,True,14.0,21.0,387
2,0.01,132.24140286445618,3251,True,14.0,14.0,3228
3,0.001,601.2225658893585,277,False,14.0,14.0,427
1,0.01,50.904109954833984,691,True,14.0,14.0,414
2,0.01,63.10214805603027,260,False,14.0,28.0,173
2,0.01,98.65326690673828,523,False,14.0,14.0,232
1,0.01,29.98279595375061,2061,True,14.0,21.0,377
