steps,tol,valid_prob,almost_valid_prob,time,best_valid,best_almost_valid
3,0.001,3507,812,103.15453910827637,False,False
1,0.01,1289,2982,11.908035278320312,True,False
3,0.0001,3632,679,118.79799580574036,True,False
1,0.0001,1235,2901,19.71847414970398,False,False
3,0.01,2900,1098,56.85830903053284,False,False
2,0.01,2172,1930,40.341439962387085,False,True
1,0.0001,1233,2963,21.85866403579712,False,False
2,0.01,2268,1835,46.835485219955444,False,False
2,0.001,2219,1799,45.50353002548218,False,False
3,0.01,3658,748,113.55145502090454,True,False
2,0.001,2674,1448,75.42483186721802,False,False
1,0.001,592,3293,14.394454002380371,False,False
3,0.001,3184,1115,175.24378323554993,False,False
2,0.01,2834,1419,80.64363813400269,False,False
1,0.001,1253,2968,15.36241102218628,True,False
3,0.01,2633,1562,52.07350397109985,False,False
1,0.0001,1282,2955,26.23893094062805,True,False
1,0.001,1217,2975,23.428786993026733,True,False
1,0.001,1204,2982,13.401659727096558,False,False
1,0.0001,1218,2977,21.403372764587402,False,False
3,0.001,3255,973,151.7944211959839,False,False
1,0.01,1222,2980,16.266480207443237,False,False
1,0.001,1228,2945,14.95493197441101,False,False
2,0.01,2794,1448,82.3007459640503,False,False
1,0.0001,578,3312,20.835225820541382,True,False
2,0.01,1378,2710,32.878506898880005,False,False
1,0.001,1208,3024,24.43896508216858,False,False
2,0.0001,2258,1853,81.69092106819153,False,False
1,0.0001,524,3260,23.599276065826416,False,False
1,0.01,1221,2937,11.151648998260498,False,False
1,0.01,1243,2966,19.374058961868286,False,False
2,0.01,2611,1529,49.56169009208679,False,True
1,0.001,1228,2949,25.149721145629883,False,False
3,0.01,2218,1868,148.36398792266846,False,False
2,0.01,1225,3030,26.25658917427063,False,True
1,0.0001,1263,2896,26.47529411315918,True,False
3,0.0001,3292,956,174.5233130455017,True,False
2,0.0001,2217,1867,60.48651885986328,True,False
2,0.01,2631,1443,68.25871992111206,False,False
2,0.001,2760,1365,83.84231615066528,False,False
2,0.01,2708,1448,73.98598098754883,False,False
1,0.001,1248,3038,30.4118549823761,False,True
3,0.01,3073,1184,100.44781374931335,True,False
2,0.0001,2234,1799,55.96506905555725,False,False
3,0.01,397,3784,36.71489191055298,True,False
3,0.01,2777,1332,200.05878400802612,False,False
3,0.0001,3587,698,396.81072783470154,False,False
1,0.01,1262,2928,8.6912100315094,True,False
3,0.01,3038,1249,103.44642972946167,False,False
3,0.01,3516,840,65.4639139175415,False,False
1,0.001,1261,3008,20.181299924850464,True,False
1,0.01,1234,2952,9.741711139678955,False,False
1,0.001,1162,2974,23.898993968963623,False,False
3,0.01,3085,1213,45.30145788192749,True,False
2,0.0001,541,3622,66.51718497276306,True,False
2,0.001,2290,1782,50.95525002479553,True,False
1,0.001,1230,2998,18.497215270996094,False,False
3,0.01,660,3586,75.79671120643616,False,False
1,0.001,1207,2945,31.368254899978638,True,False
3,0.01,2919,1246,50.049559116363525,True,False
1,0.001,620,3259,16.540102005004883,True,False
1,0.001,622,3211,12.42101502418518,True,False
3,0.001,3351,930,258.60395526885986,True,False
2,0.0001,608,3283,55.137032985687256,False,False
3,0.0001,3424,810,174.85438990592957,False,False
1,0.0001,1235,2995,28.46092700958252,True,False
3,0.0001,3308,922,104.05227780342102,False,False
1,0.001,617,3139,12.44695496559143,True,False
1,0.01,1239,2871,12.20218014717102,False,False
1,0.0001,1266,2895,27.31690788269043,True,False
2,0.001,2211,1863,40.40271306037903,False,False
3,0.01,3261,951,104.13188886642456,False,False
3,0.0001,3231,994,188.4049952030182,False,False
2,0.0001,2147,1839,64.43034601211548,False,False
1,0.0001,1286,2920,26.755943059921265,True,False
1,0.01,635,3278,13.591361045837402,False,False
3,0.01,2876,1280,122.27964496612549,False,False
