starting_node,initial_state,steps,tol,time,optimal_cost,forest_cost,best_sol_prob
1,all,2,0.001,443.9910099506378,11.113837813732692,11.113837813732692,8024
0,all,2,0.001,605.6674628257751,8.339997373315633,8.339997373315633,5639
1,all,2,0.001,218.55621814727783,12.374021486052332,12.374021486052332,4755
2,all,2,0.001,364.6404242515564,11.937085339075757,11.937085339075757,8217
0,all,2,0.001,315.5631568431854,7.581934108639576,7.581934108639576,7233
2,all,2,0.001,386.07244300842285,15.257243964184223,15.257243964184223,7757
1,all,2,0.001,323.5149381160736,12.15066182647266,12.15066182647266,5701
2,all,2,0.001,420.7683730125427,15.581792489186597,17.243265270170227,4254
1,all,2,0.001,388.18069887161255,14.796777017932225,15.221274451624819,7141
0,all,2,0.001,329.29326009750366,6.500550105102394,6.500550105102394,6199
2,all,2,0.001,225.9096281528473,11.128922527384885,11.624838306279997,4607
3,all,2,0.001,417.3696320056915,11.47778342333661,11.47778342333661,6425
1,all,2,0.001,213.67827820777893,13.245772803741911,13.245772803741911,5334
0,all,2,0.001,307.55565118789673,9.8332984863329,9.8332984863329,8093
1,all,2,0.001,696.2378101348877,10.509979349264082,10.509979349264082,6611
2,all,2,0.001,322.8060281276703,17.209149200096817,17.209149200096817,5394
1,all,2,0.001,431.501895904541,14.954724104503462,15.089957713776762,5515
0,all,2,0.001,487.6413381099701,15.102667789482348,16.17241356784646,4914
2,all,2,0.001,246.63895106315613,10.881761095392271,10.881761095392271,5957
1,all,2,0.001,162.90737414360046,12.689066009905183,12.689066009905183,5209
1,all,2,0.001,344.88032937049866,17.42161397344493,17.42161397344493,5075
0,all,2,0.001,336.0713801383972,11.426271349569573,11.426271349569573,7421
3,all,2,0.001,469.5694646835327,7.955275670045823,7.955275670045823,4107
0,all,2,0.001,531.1205189228058,9.508493640079216,9.508493640079216,6183
2,all,2,0.001,550.0383920669556,15.19809268555894,15.19809268555894,6156
0,all,2,0.001,321.53085017204285,14.87894261649323,14.87894261649323,5910
2,all,2,0.001,330.55311703681946,10.98584702089602,10.98584702089602,6956
0,all,2,0.001,596.3260400295258,8.901410875148471,9.370249688624083,5643
3,all,2,0.001,495.24209904670715,9.72053648149361,9.72053648149361,8083
1,all,2,0.001,290.1063160896301,11.828838582168466,11.828838582168466,7332
0,all,2,0.001,296.72752618789673,9.150929529060148,9.150929529060148,3956
3,all,2,0.001,327.6392011642456,17.36105053832888,17.406353460406585,5935
3,all,2,0.001,532.022225856781,12.476246705301598,12.476246705301598,6542
3,all,2,0.001,292.47320008277893,12.503894800826986,12.503894800826986,7686
0,all,2,0.001,470.6012051105499,12.889599058271214,12.889599058271214,6653
2,all,2,0.001,425.9435420036316,11.090252941257015,11.090252941257015,6071
1,all,2,0.001,426.1107487678528,17.17371548110134,17.17371548110134,7186
2,all,2,0.001,694.1978969573975,13.013876095980494,13.013876095980494,6920
3,all,2,0.001,413.88265800476074,10.249091732322963,10.249091732322963,4152
0,all,2,0.001,395.2893588542938,14.851250370634208,15.40060475120148,4301
1,all,2,0.001,487.22364807128906,10.443704907594412,10.443704907594412,7221
1,all,2,0.001,344.0639708042145,17.334278327772914,17.334278327772914,6784
3,all,2,0.001,415.161297082901,15.21615318781448,15.21615318781448,7052
2,all,2,0.001,400.80761194229126,15.47793629508232,15.58313420180152,4621
1,all,2,0.001,383.2645721435547,12.547076354133093,15.259302565483756,5664
2,all,2,0.001,307.6324973106384,12.655567700004902,12.655567700004902,6136
2,all,2,0.001,479.1011497974396,11.459201875535413,11.459201875535413,8350
1,all,2,0.001,367.0872104167938,4.872644838202473,4.872644838202473,4848
2,all,2,0.001,300.12356996536255,17.256747373782467,18.032552503296913,4185
0,all,2,0.001,362.8644061088562,17.403362030867697,17.403362030867697,5591
2,all,2,0.001,484.54046297073364,14.540880209231856,14.540880209231856,4109
2,all,2,0.001,354.63291001319885,7.67272934783192,8.053355403183227,4904
0,all,2,0.001,439.71928215026855,18.922110953489856,18.922110953489856,5225
1,all,2,0.001,688.0765359401703,8.434778388076008,8.434778388076008,6047
3,all,2,0.001,292.2608711719513,10.63926917828195,11.567366694324168,4792
0,all,2,0.001,335.1307933330536,9.215158816033432,9.215158816033432,6665
1,all,2,0.001,556.0465078353882,13.547993649478723,13.547993649478723,7300
2,all,2,0.001,554.9169108867645,12.941131485372392,12.941131485372392,7325
0,all,2,0.001,337.36588406562805,16.025465967924205,16.025465967924205,6504
0,all,2,0.001,625.4803428649902,20.329958176556552,21.054776791241324,5968
3,all,2,0.001,206.28248190879822,11.845406732310398,11.845406732310398,4430
2,all,2,0.001,548.4567091464996,11.497887783229379,11.72399054722769,3928
2,all,2,0.001,226.34240198135376,8.4012724388888,9.674620709072617,5939
3,all,2,0.001,274.5029137134552,20.66607723046792,21.387762267962813,4857
3,all,2,0.001,312.154492855072,10.068755537380367,11.615630366427041,3090
2,all,2,0.001,328.52391719818115,12.225630829038254,12.225630829038254,7332
2,all,2,0.001,454.31849789619446,16.518789913946573,16.518789913946573,6223
3,all,2,0.001,350.9663019180298,13.924589764647862,15.33654329802826,4225
2,all,2,0.001,511.7545008659363,5.599972964510186,5.599972964510186,8199
2,all,2,0.001,825.6256768703461,10.996074191668377,10.996074191668377,6655
2,all,2,0.001,532.2176201343536,10.695523236076253,10.695523236076253,6251
3,all,2,0.001,318.63220405578613,12.621876663309395,12.621876663309395,4186
0,all,2,0.001,653.0807211399078,8.196805119612652,8.196805119612652,7155
0,all,2,0.001,451.7395849227905,13.460531628578984,15.502697760817322,4472
2,all,2,0.001,868.8887298107147,15.391803314540493,15.947860050433203,5729
0,all,2,0.001,294.22827792167664,10.640136655156635,10.677551929039108,6846
2,all,2,0.001,534.4101030826569,10.112529524359609,10.112529524359609,7854
3,all,2,0.001,374.61143803596497,10.01359090158203,10.378863251264235,7290
0,all,2,0.001,745.7710268497467,13.01083846766095,13.118875143660514,4402
0,all,2,0.001,819.5679469108582,15.0771972020271,15.0771972020271,5650
2,all,2,0.001,473.7242488861084,19.586747445487184,19.586747445487184,6034
0,all,2,0.001,258.2289979457855,9.82763460223971,9.82763460223971,5791
0,all,2,0.001,406.0473690032959,11.962108441238053,12.512621075752685,6211
3,all,2,0.001,620.4442231655121,10.144934133056301,10.144934133056301,9659
3,all,2,0.001,446.572331905365,13.210199277916871,13.210199277916871,8044
0,all,2,0.001,250.05273485183716,8.734172420558288,8.734172420558288,7522
1,all,2,0.001,602.4990589618683,7.16452576712091,7.16452576712091,4308
2,all,2,0.001,292.04276609420776,17.80016088468238,17.80016088468238,5781
3,all,2,0.001,369.38108587265015,14.635087541465397,15.374892272073813,5670
1,all,2,0.001,257.3471009731293,7.053895276189128,7.053895276189128,6504
0,all,2,0.001,333.717570066452,15.206859864402874,15.777461349308865,7785
1,all,2,0.001,569.0153651237488,10.17348072695246,10.17348072695246,7430
3,all,2,0.001,256.84494066238403,12.715760514388025,12.715760514388025,8656
1,all,2,0.001,307.9567630290985,8.235091215406776,8.235091215406776,6178
3,all,2,0.001,262.9158971309662,12.391893245417872,12.391893245417872,6021
0,all,2,0.001,305.590215921402,9.45965535536968,10.327368885330012,4742
0,all,2,0.001,366.06155014038086,17.217180637699748,17.217180637699748,6941
2,all,2,0.001,357.73557591438293,5.523697495517533,5.523697495517533,5538
1,all,2,0.001,252.39279103279114,17.183765928496086,17.291524980536742,7825
1,all,2,0.001,257.17607498168945,14.086842025815272,14.092479669624101,5111
0,all,2,0.001,216.37769961357117,13.816546455936681,13.816546455936681,3608
3,all,2,0.001,282.4662528038025,13.598870601823258,13.849519838450131,5784
1,all,2,0.001,226.09700775146484,10.672111732483057,10.672111732483057,7810
1,all,2,0.001,624.6467928886414,12.087412892127888,12.517292025460911,5061
1,all,2,0.001,291.22041296958923,12.04439104915626,12.04439104915626,4824
1,all,2,0.001,260.20047998428345,14.000359885555024,14.000359885555024,5148
3,all,2,0.001,340.38490080833435,12.64161988977517,12.64161988977517,5503
0,all,2,0.001,178.40715384483337,11.394273945840027,19.81924210783196,3732
3,all,2,0.001,211.89888381958008,11.818389788832658,11.818389788832658,5897
2,all,2,0.001,303.58690786361694,8.918355260384365,8.918355260384365,6228
3,all,2,0.001,303.2069911956787,15.833475308500079,15.833475308500079,7613
0,all,2,0.001,550.1709051132202,9.603442530091847,9.743893321988045,6722
3,all,2,0.001,214.93722796440125,9.645210327452698,9.645210327452698,5092
2,all,2,0.001,270.4713580608368,17.96538852472282,17.96538852472282,5562
3,all,2,0.001,425.38410210609436,15.996430359070255,17.077436129033174,6199
1,all,2,0.001,459.00880694389343,9.167111103931525,10.263817127116303,5189
1,all,2,0.001,410.97506880760193,15.127985571527866,15.127985571527866,5469
0,all,2,0.001,230.24582505226135,11.182318484590459,11.182318484590459,5378
0,all,2,0.001,279.8924810886383,10.328067713412093,10.683703060329968,5651
0,all,2,0.001,278.3382258415222,17.626864400595075,19.311581213598593,6880
2,all,2,0.001,526.630074262619,9.447026806681418,9.447026806681418,7503
2,all,2,0.001,297.00687289237976,10.784017732361626,11.347604940816247,4601
2,all,2,0.001,342.6562156677246,17.324892110544663,17.66465705274348,6620
3,all,2,0.001,275.75617718696594,13.639293928151247,14.679514772451327,7132
1,all,2,0.001,326.11236095428467,5.13799057201761,5.13799057201761,6406
2,all,2,0.001,414.97050428390503,11.961385141731334,11.961385141731334,5206
0,all,2,0.001,467.52402091026306,14.565635299090255,14.565635299090255,5792
2,all,2,0.001,193.34021973609924,12.100742012851994,12.100742012851994,4001
2,all,2,0.001,258.20318603515625,10.470779345400452,10.470779345400452,5692
3,all,2,0.001,195.3802809715271,12.690548958521472,14.279584970855087,4572
0,all,2,0.001,272.67301392555237,12.375066604285363,13.339218053898968,4382
3,all,2,0.001,227.07725310325623,13.475282938521477,13.475282938521477,4017
3,all,2,0.001,349.1188223361969,17.942297669996716,17.942297669996716,7246
0,all,2,0.001,307.729501247406,14.162178972214743,18.988009982089785,4569
0,all,2,0.001,423.9443142414093,12.143475879859587,12.143475879859587,8098
2,all,2,0.001,609.5126779079437,14.829705801737592,14.829705801737592,7294
2,all,2,0.001,252.14920711517334,12.10225389311313,12.397031603506312,6513
3,all,2,0.001,375.835355758667,6.651241736843376,7.929723053240963,3641
3,all,2,0.001,204.25312089920044,7.839226944236665,7.839226944236665,6360
3,all,2,0.001,410.72207379341125,7.966140223290056,10.57013861954454,6706
2,all,2,0.001,587.9911861419678,12.782897283946518,12.782897283946518,5345
1,all,2,0.001,322.5026922225952,8.466720328703751,8.466720328703751,6775
0,all,2,0.001,238.14480423927307,11.125873553033644,11.125873553033644,4585
3,all,2,0.001,374.52064085006714,12.326272433181261,12.326272433181261,4885
2,all,2,0.001,295.58610916137695,11.984558899637552,11.984558899637552,6531
2,all,2,0.001,157.20086693763733,10.706303499027062,10.706303499027062,6668
3,all,2,0.001,206.38939905166626,12.215514847671122,12.215514847671122,7233
2,all,2,0.001,559.7097232341766,13.898134843089734,14.331007348429472,4982
0,all,2,0.001,491.8932149410248,12.134935088612599,12.134935088612599,5118
2,all,2,0.001,332.2408781051636,10.954669122370097,10.954669122370097,6628
3,all,2,0.001,481.6380548477173,16.144880556857565,16.144880556857565,6815
0,all,2,0.001,483.2431569099426,7.277989590482231,7.277989590482231,6208
2,all,2,0.001,380.12226390838623,8.95888208284784,8.95888208284784,5043
1,all,2,0.001,313.95643186569214,13.83193125993128,14.19676019744052,4280
1,all,2,0.001,246.42946076393127,12.343790119475281,12.343790119475281,7539
3,all,2,0.001,311.1658821105957,10.442119121677484,10.442119121677484,8314
3,all,2,0.001,510.67498087882996,7.311547261829701,8.471306626079343,6132
3,all,2,0.001,569.9715328216553,15.86132977655237,15.86132977655237,6230
0,all,2,0.001,485.26702427864075,6.967524512130016,7.223862468407864,5674
2,all,2,0.001,243.34653401374817,10.738553935492572,11.313411195755327,6037
2,all,2,0.001,330.84285497665405,11.483237093771418,11.483237093771418,7079
2,all,2,0.001,456.08461809158325,16.451742295828048,17.126314490319796,5443
