case,initial_state,steps,tol,time,optimal_cost,forest_cost,best_sol_prob
6,"[2, 0, 1]",2,0.001,116.34809017181396,28.184009726405655,28.184009726405655,10000
5,all,2,0.001,184.51701712608337,7.080386142607313,7.080386142607314,1717
0,"[2, 0, 1]",2,0.001,159.6063141822815,28.807354271681007,28.807354271681007,10000
3,"[2, 1, 0]",2,0.001,118.03034996986389,25.5446703849097,28.09913742340067,10000
4,"[2, 1, 0]",2,0.001,117.20031905174255,35.82367277022427,35.82367277022427,10000
8,"[2, 1, 0]",2,0.001,178.55276203155518,9.906401815948666,9.906401815948666,10000
3,"[2, 1, 0]",2,0.001,187.3822479248047,45.93115848555949,50.52427433411544,9744
2,"[2, 1, 0]",2,0.001,128.5786271095276,53.10323342774516,53.10323342774516,10000
4,"[2, 1, 0]",2,0.001,148.2582540512085,8.916276237233415,8.916276237233415,10000
5,"[2, 0, 1]",2,0.001,114.60654902458191,5.688976647629309,5.688976647629309,3660
5,"[2, 1, 0]",2,0.001,110.8328971862793,1.1057069821235643,1.1057069821235643,5806
5,"[2, 0, 1]",2,0.001,94.35041689872742,8.892015330555438,8.892015330555438,7141
1,all,2,0.001,385.25431299209595,34.49787923516219,34.49787923516219,5016
1,all,2,0.001,190.60118985176086,59.139234260903635,59.139234260903635,4918
7,"[2, 1, 0]",2,0.001,104.05564212799072,38.02621562372436,38.02621562372436,9993
5,all,2,0.001,181.17627215385437,5.546217832491271,5.546217832491271,1710
8,"[2, 0, 1]",2,0.001,134.53285598754883,7.78866361146446,7.78866361146446,10000
6,all,2,0.001,318.74427485466003,37.12002560666049,37.12002560666049,5076
2,all,2,0.001,339.86644077301025,89.5325125038834,89.5325125038834,5031
4,"[2, 1, 0]",2,0.001,116.71187496185303,28.454627863645015,28.454627863645015,10000
2,"[2, 1, 0]",2,0.001,151.91801404953003,33.96616147159782,33.96616147159782,10000
7,all,2,0.001,400.44353008270264,77.92413537138255,77.92413537138255,4172
6,all,2,0.001,369.8942530155182,36.86328866685319,36.86328866685319,5016
8,"[2, 1, 0]",2,0.001,153.9693329334259,12.430778881668775,12.430778881668775,10000
4,all,2,0.001,255.94795989990234,38.44987179631807,38.44987179631807,4311
5,"[2, 0, 1]",2,0.001,109.42768669128418,4.935367012523035,4.935367012523035,3230
4,"[2, 1, 0]",2,0.001,193.1746928691864,21.95774232404606,21.95774232404606,10000
7,"[2, 1, 0]",2,0.001,158.30885696411133,52.23323276856232,52.23323276856232,10000
2,all,2,0.001,414.01072907447815,61.4717433685935,61.4717433685935,4937
1,all,2,0.001,400.12121295928955,83.92245724194416,83.92245724194416,5006
5,"[2, 0, 1]",2,0.001,107.2700719833374,1.8279554677426022,1.8279554677426022,6276
8,"[2, 1, 0]",2,0.001,105.65054106712341,8.320894396804736,8.320894396804736,10000
7,all,2,0.001,397.54417991638184,0.12307412650383043,0.12307412650383043,2867
0,"[2, 1, 0]",2,0.001,173.2646360397339,75.18874012959719,75.18874012959719,10000
5,"[2, 0, 1]",2,0.001,96.94293308258057,5.59120713406026,5.59120713406026,5771
4,"[2, 0, 1]",2,0.001,127.73507404327393,4.3569391269762665,4.3569391269762665,9999
2,"[2, 0, 1]",2,0.001,183.4855761528015,12.966110209591653,12.966110209591653,10000
7,all,2,0.001,458.99201917648315,20.932123650113834,20.932123650113834,3793
6,"[2, 0, 1]",2,0.001,171.89108681678772,34.180111709078545,34.180111709078545,10000
5,all,2,0.001,203.17596793174744,4.375032668693801,4.375032668693802,1694
8,"[2, 1, 0]",2,0.001,163.79046034812927,8.489633774852496,8.489633774852496,10000
6,all,2,0.001,854.5735130310059,0.2509441327801262,0.2509441327801262,4948
4,"[2, 0, 1]",2,0.001,120.43567490577698,2.08852752628626,2.08852752628626,10000
2,"[2, 0, 1]",2,0.001,123.05324506759644,18.215210744210264,18.215210744210264,10000
7,"[2, 1, 0]",2,0.001,162.4110231399536,5.419782892291947,5.419782892291947,10000
7,"[2, 0, 1]",2,0.001,159.81435799598694,45.328378137426895,45.422707564270276,9971
0,"[2, 1, 0]",2,0.001,126.16200304031372,77.19151988181197,77.19151988181197,9999
3,"[2, 0, 1]",2,0.001,161.67804408073425,12.930549395563219,12.930549395563219,10000
4,"[2, 1, 0]",2,0.001,147.10403299331665,49.871925369553054,49.871925369553054,10000
5,"[2, 1, 0]",2,0.001,84.41694402694702,8.307453183608217,8.307453183608217,5124
5,"[2, 0, 1]",2,0.001,92.56465411186218,4.433618954802293,4.433618954802293,5316
1,"[2, 0, 1]",2,0.001,149.94576573371887,82.41844872898929,82.41844872898929,10000
1,"[2, 1, 0]",2,0.001,125.30505394935608,93.86001242203048,93.86001242203048,10000
8,"[2, 1, 0]",2,0.001,99.23246479034424,7.978861534030225,7.978861534030225,9997
3,all,2,0.001,536.9317948818207,9.266536048394853,9.266536048394853,6006
4,"[2, 0, 1]",2,0.001,160.2169668674469,26.215665775521828,26.215665775521828,10000
4,"[2, 1, 0]",2,0.001,119.22602415084839,7.909388735814904,7.909388735814904,10000
2,"[2, 0, 1]",2,0.001,140.57406067848206,29.51055644064807,29.51055644064807,10000
7,all,2,0.001,374.7486081123352,61.737306787282535,61.865783582689645,6242
0,"[2, 1, 0]",2,0.001,269.77076983451843,51.710172239598094,51.710172239598094,10000
4,all,2,0.001,155.4959728717804,5.756783531699195,5.756783531699195,4572
6,all,2,0.001,313.40975689888,49.38047619188451,49.38047619188451,4980
1,"[2, 1, 0]",2,0.001,127.81877207756042,58.832799664565684,58.832799664565684,10000
1,"[2, 1, 0]",2,0.001,115.42178201675415,80.1869789678687,80.1869789678687,10000
8,"[2, 0, 1]",2,0.001,130.3666651248932,6.741005287509386,6.741005287509386,10000
5,"[2, 1, 0]",2,0.001,92.06642389297485,6.108872165923421,6.108872165923421,7770
4,"[2, 0, 1]",2,0.001,140.1380479335785,44.592217139338956,44.592217139338956,9999
7,"[2, 1, 0]",2,0.001,125.43912506103516,62.1240280286418,62.25330960009748,10000
6,all,2,0.001,205.88338422775269,19.287498799834324,19.287498799834324,5012
5,"[2, 1, 0]",2,0.001,102.51923775672913,1.9412270100367923,1.9412270100367925,4273
2,"[2, 1, 0]",2,0.001,171.3412971496582,44.28905032083421,44.28905032083421,10000
4,"[2, 1, 0]",2,0.001,204.13591313362122,15.900013415867342,15.900013415867342,10000
6,"[2, 0, 1]",2,0.001,282.3275570869446,47.390151494201156,47.390151494201156,10000
0,all,2,0.001,375.6672761440277,38.76731606049809,38.76731606049809,5008
7,"[2, 1, 0]",2,0.001,155.5221562385559,64.56911987505235,64.56911987505235,10000
4,all,2,0.001,186.36115527153015,45.44835160737755,45.44835160737755,4473
1,all,2,0.001,323.001522064209,76.034812677955,76.034812677955,5029
4,"[2, 1, 0]",2,0.001,384.08764576911926,14.193493195695781,15.612842515265358,6036
1,all,2,0.001,393.1550838947296,11.706980755504613,11.706980755504613,5100
